Scenario,test_day,cost_tot,emis_tot,ener_tot,idis_tot,pdih_tot,pele_tot,pgas_tot,tdis_tot,time_rat
constant+Day300,heat_day66,0.252101539,0.856561803,4.736488053,0,,0.000255172,0.114277395,10.16767967,3.99E-05
constant+Day301,heat_day67,0.244351788,0.828564748,4.581857759,0,,0.000255172,0.114277423,10.14136518,4.11E-05
constant+Day302,heat_day68,0.235531643,0.796493428,4.404746425,0,,0.000255172,0.114277424,10.10662189,4.03E-05
constant+Day303,heat_day69,0.243311158,0.824011294,4.556790952,0,,0.000255172,0.116191364,11.13214692,4.04E-05
constant+Day304,heat_day70,0.245419601,0.831452402,4.597907112,0,,0.000255172,0.116190949,10.97356396,4.04E-05
constant+Day305,heat_day71,0.224936786,0.756973925,4.186605606,0,,0.000255172,0.116190919,10.08872603,4.02E-05
constant+Day306,heat_day72,0.214476202,0.718937729,3.976553714,0,,0.000255172,0.116190887,10.08698332,4.15E-05
constant+Day307,heat_day73,0.227898126,0.766101528,4.237181052,0,,0.000255172,0.116191163,8.803358257,4.26E-05
constant+Day308,heat_day74,0.233632868,0.786953878,4.352336509,0,,0.000255172,0.116191254,8.673613783,4.04E-05
constant+Day309,heat_day75,0.237518343,0.801082026,4.430358087,0,,0.000255172,0.116191295,8.82357525,4.06E-05
constant+Day310,heat_day76,0.248501258,0.841017493,4.650898553,0,,0.000255172,0.116614092,9.953605008,4.07E-05
constant+Day311,heat_day77,0.264559445,0.899407384,4.973352117,0,,0.000255172,0.116614096,10.14512606,4.14E-05
constant+Day312,heat_day78,0.293504242,1.004654851,5.554572938,0,,0.000255172,0.117980312,13.49304198,4.16E-05
constant+Day313,heat_day79,0.325503464,1.121008648,6.197127593,0,,0.000255172,0.117980311,13.49325229,4.15E-05
constant+Day314,heat_day80,0.350068493,1.208370197,6.679776813,0,,0.000255172,0.117980311,7.985951407,4.13E-05
constant+Day315,heat_day81,0.384209866,1.332331002,7.364359339,0,,0.000255172,0.117980312,11.71232488,4.18E-05
constant+Day316,heat_day82,0.42332111,1.47454514,8.149725682,0,,0.000255172,0.117980311,14.82145689,4.06E-05
